timestamp,routineStart,routineEnd,valence,arousal,sentiment_label
2024-01-01 10:00:00,10.0,25.0,-0.7744224833648563,0.14047626377232048,positive
2024-01-01 10:00:01,30.0,45.0,-0.009358545573089128,-0.8766722990379652,positive
2024-01-01 10:00:02,50.0,65.0,-0.6571507049281926,0.7403841870048482,positive
2024-01-01 10:00:03,70.0,85.0,0.7524591940733167,-0.49291772384078336,negative
2024-01-01 10:00:04,,,-0.6355881704053896,-0.5746801342283736,negative
2024-01-01 10:00:05,,,-0.5902888173333953,-0.825469412836831,positive
2024-01-01 10:00:06,,,-0.987404806747981,0.5269787829879058,positive
2024-01-01 10:00:07,,,0.3323092552709319,0.5594767199877408,neutral
2024-01-01 10:00:08,,,-0.8956917169037601,0.5651716165821654,positive
2024-01-01 10:00:09,,,0.48196936410270474,0.08826909598715438,negative
2024-01-01 10:00:10,,,0.009913721187571944,0.35636613329549616,negative
2024-01-01 10:00:11,,,-0.6817132140952176,-0.4680744909239709,positive
2024-01-01 10:00:12,,,0.9452943040279522,0.3845942519690604,neutral
2024-01-01 10:00:13,,,0.7327490680991846,-0.4536109975982161,neutral
2024-01-01 10:00:14,,,-0.908660887830778,-0.9619638386792098,neutral
2024-01-01 10:00:15,,,0.5860229396174255,0.22688024599928758,neutral
2024-01-01 10:00:16,,,-0.2274729077130062,0.1641990912150868,negative
2024-01-01 10:00:17,,,-0.9801768004476064,-0.2760052313662935,positive
2024-01-01 10:00:18,,,0.483575051920895,0.21334530079644498,negative
2024-01-01 10:00:19,,,0.0740110703409147,0.9375931653413077,neutral
2024-01-01 10:00:20,,,-0.989737487994149,0.3362193275840346,negative
2024-01-01 10:00:21,,,0.8137624750802019,-0.1260257414818089,positive
2024-01-01 10:00:22,,,-0.5859677863169861,-0.7577562870082843,neutral
2024-01-01 10:00:23,,,0.5305956590596443,-0.4778949199625846,negative
2024-01-01 10:00:24,,,0.07807135018534805,0.9166116900466064,positive
2024-01-01 10:00:25,,,-0.038723672348564886,0.5682852316637386,negative
2024-01-01 10:00:26,,,0.24730842328938074,-0.42081716653227574,negative
2024-01-01 10:00:27,,,-0.39938149980355364,-0.9226962689920759,neutral
2024-01-01 10:00:28,,,-0.293201808562255,-0.8599157796153569,positive
2024-01-01 10:00:29,,,-0.9052956588814534,-0.5946376786952738,neutral
2024-01-01 10:00:30,,,-0.8068443493411648,-0.34871079782276415,negative
2024-01-01 10:00:31,,,0.6991463530161564,0.4945952264814488,negative
2024-01-01 10:00:32,,,0.36363655946720597,0.2979673838606902,negative
2024-01-01 10:00:33,,,0.9571852707752171,0.9381116310358835,negative
2024-01-01 10:00:34,,,-0.6732222406542376,-0.8541889575059787,positive
2024-01-01 10:00:35,,,0.13816826808027938,0.8027518349192195,negative
2024-01-01 10:00:36,,,0.2322524549721552,-0.7078841311335586,negative
2024-01-01 10:00:37,,,-0.4299900576306992,-0.5339278212198912,neutral
2024-01-01 10:00:38,,,-0.7177183219368053,-0.5747988835638635,neutral
2024-01-01 10:00:39,,,0.3542963199805793,0.09193489125118193,positive
2024-01-01 10:00:40,,,0.18979964564685647,-0.38237691715123634,neutral
2024-01-01 10:00:41,,,-0.3658355858773965,0.25518363719080406,positive
2024-01-01 10:00:42,,,-0.6826967933192234,-0.28941440362559656,negative
2024-01-01 10:00:43,,,0.34090317136134174,-0.7772494188261918,negative
2024-01-01 10:00:44,,,0.8033616035295101,-0.9233443715716498,negative
2024-01-01 10:00:45,,,-0.7033377005819426,0.12889246638505703,neutral
2024-01-01 10:00:46,,,0.9422000767996039,0.1259371636275164,positive
2024-01-01 10:00:47,,,0.4122292449755698,-0.7474085905983903,negative
2024-01-01 10:00:48,,,0.7388058146021736,-0.296434706202257,neutral
2024-01-01 10:00:49,,,0.6476883889079095,0.8259618231298089,neutral
2024-01-01 10:00:50,,,0.484405581048043,-0.36645622204325834,neutral
2024-01-01 10:00:51,,,0.644144596236579,-0.9004982218806681,positive
2024-01-01 10:00:52,,,0.7425019762567375,-0.25777283822910446,negative
2024-01-01 10:00:53,,,0.32878104324766966,-0.5153755309539152,negative
2024-01-01 10:00:54,,,0.7516221347608598,0.5206164837644058,positive
2024-01-01 10:00:55,,,-0.015717094056755476,0.7708228532324668,neutral
2024-01-01 10:00:56,,,0.21611117159694682,-0.5092991868748888,negative
2024-01-01 10:00:57,,,0.01324065558674925,0.042014667521171,negative
2024-01-01 10:00:58,,,0.8841324198114389,-0.2956453052616357,positive
2024-01-01 10:00:59,,,-0.04737097931251566,-0.8358593075229885,negative
2024-01-01 10:01:00,,,0.8998635876214551,-0.11703542094289321,positive
2024-01-01 10:01:01,,,0.002536891102160599,-0.6391604327281528,neutral
2024-01-01 10:01:02,,,0.5161462485161343,-0.9736622717803323,negative
2024-01-01 10:01:03,,,-0.6848276296830214,0.4893474705844023,positive
2024-01-01 10:01:04,,,-0.2473957141531089,-0.4941479738191339,positive
2024-01-01 10:01:05,,,0.38322770600691514,0.7460113429280328,negative
2024-01-01 10:01:06,,,0.6842496571460224,0.3115996927504192,positive
2024-01-01 10:01:07,,,0.03631482569898403,0.8673459404823294,negative
2024-01-01 10:01:08,,,-0.4327835563942135,0.024042723416418665,positive
2024-01-01 10:01:09,,,0.5791014934495158,0.9583835744567775,positive
2024-01-01 10:01:10,,,0.31490378240739614,0.3384474316476447,neutral
2024-01-01 10:01:11,,,-0.3338293697687993,0.2113841449475542,positive
2024-01-01 10:01:12,,,-0.0660368320689031,0.1455708775041069,neutral
2024-01-01 10:01:13,,,0.5497386854310764,0.9020201124096914,positive
2024-01-01 10:01:14,,,-0.38981763049758955,-0.9165650375532188,neutral
2024-01-01 10:01:15,,,-0.9974155225860244,-0.17898606840480924,negative
2024-01-01 10:01:16,,,0.8604182391806321,0.1000205259774889,negative
2024-01-01 10:01:17,,,-0.8901308139718742,-0.8821128695773524,neutral
2024-01-01 10:01:18,,,0.48082736893965916,0.934101159863505,positive
2024-01-01 10:01:19,,,-0.5923896822341654,0.965776033626256,negative
2024-01-01 10:01:20,,,-0.6838145682887198,-0.7774775874240702,positive
