timestamp,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise
2024-01-01 10:00:00.000,0.9471096875829986,0.5811817911375573,0.8023640946515447,0.8587764456060412,0.027142578138310447,0.27293889865437715,0.45824630964145685,0.8753950697888235
2024-01-01 10:00:00.500,0.4683494827368134,0.2668162141105671,0.6934583189953177,0.5565674457832068,0.18130049636556,0.7026518165112062,0.41090376459986533,0.8987902724298055
2024-01-01 10:00:01.000,0.8427435748238215,0.4343213406865353,0.12712092205362935,0.7120783774720176,0.12520652562133683,0.48218067506189344,0.27800297089212644,0.927074748287895
2024-01-01 10:00:01.500,0.6237221617511344,0.07848355110998217,0.19143715866662803,0.9109295720129711,0.20406329323911232,0.7879790897102714,0.9531491325860145,0.5388466920317808
2024-01-01 10:00:02.000,0.9585927607810008,0.5274297368312652,0.8235654548917547,0.8175976531449095,0.9397426155070933,0.5498882755378313,0.19133007845886063,0.4957534550815992
2024-01-01 10:00:02.500,0.04458827534574039,0.7861530368566072,0.528786533841888,0.54803157539695,0.032790394036156134,0.6825451035346377,0.5539946013266215,0.5362401422996909
2024-01-01 10:00:03.000,0.6334158087438307,0.1615177444079955,0.08745136953654997,0.8396813398000327,0.05456667974177687,0.9107384519875279,0.42495259416408937,0.29132914109045904
2024-01-01 10:00:03.500,0.3853391222398894,0.4040567493975161,0.4650165167791188,0.19913994277361213,0.47370548100096044,0.28979974605686243,0.36611348083393325,0.9132201838234723
2024-01-01 10:00:04.000,0.7118923784996359,0.025568326692284815,0.7433261172222673,0.155729612982349,0.21590755550377894,0.748530585562939,0.019252390651402163,0.3488661256232988
2024-01-01 10:00:04.500,0.5892487271412766,0.4442399975298015,0.865526598970271,0.6680526101927101,0.7891344239981084,0.8880162113712402,0.7379363632277427,0.07026183762712956
2024-01-01 10:00:05.000,0.7688433626103407,0.9076687068662427,0.19596577061953968,0.6895767013403744,0.4369353999382297,0.560028948430531,0.732535743490485,0.9964289174147263
2024-01-01 10:00:05.500,0.6045411207474805,0.3433885551582967,0.13120122963902892,0.9736570078672854,0.04214882326451186,0.3326268527944244,0.7126559213349358,0.7183087133884445
2024-01-01 10:00:06.000,0.6733660645393076,0.9622744258454414,0.1795037906420046,0.8375723210145612,0.11361638074815816,0.01872608296601974,0.797626095935359,0.3420318366303783
2024-01-01 10:00:06.500,0.48633001736903203,0.9844232237350793,0.535377462156665,0.7364610626901427,0.7140091479262867,0.5858010905111771,0.2000459507222645,0.013536734991684396
2024-01-01 10:00:07.000,0.22725394034890922,0.5622470413439601,0.8797859565796565,0.45470985904837624,0.19480936990022124,0.3757260261467703,0.4568047498393303,0.5333411278424501
2024-01-01 10:00:07.500,0.24343152999288198,0.7033631886157526,0.5256015827041473,0.1542724659675201,0.15341783856109814,0.07070695717042652,0.11288383497717813,0.8085856020024068
2024-01-01 10:00:08.000,0.8878593759147424,0.2282091581703386,0.2613529351254493,0.25818499915448345,0.13795361560924424,0.3415042435361202,0.847981902526014,0.008722382328582468
2024-01-01 10:00:08.500,0.3969619604457504,0.7591041215048163,0.5055700106177177,0.13165703490846514,0.8174090108233367,0.8739425246261945,0.8073101138967892,0.08090102665663013
2024-01-01 10:00:09.000,0.87642633186415,0.5741720353851438,0.46349924853040425,0.4878822654027437,0.35710692510424014,0.5286403884625417,0.5939767373252934,0.020613704856649595
2024-01-01 10:00:09.500,0.11892949850314483,0.8394761334841017,0.38616105227971165,0.8940662122597844,0.30639237335159675,0.5850749827319632,0.8553983772797846,0.2779346427972278
