timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2024-01-01 10:00:00.000,18.379251251513004,11.963649045567537,1.4606708201725653,7.221678060233936,3.932197485375972,6.025393252917014,22.84664875977343,-15.56597701235227,8.10274744713743,-10.406793634106233,-7.410059796017619,-13.640138617244792,-7.844204940079791,2.684228926828218
2024-01-01 10:00:00.100,6.040969336787053,-10.227976842762573,-0.8094388917238403,-13.036548906423306,-5.329570880614325,7.2696161214595,-1.525915760676584,1.0566027631360344,12.053095287274163,13.672966980601004,0.8565615142099475,19.97167700733674,1.9280517991615453,-1.6640669937429342
2024-01-01 10:00:00.200,-3.2961255969550236,4.873858859547343,7.98226438371474,-7.48009759660223,2.446124775456755,5.0674462964543485,-13.456144365107818,-13.628573189067248,2.3063261751274102,-3.624486877195947,3.2079506787121925,-13.492578392120027,-1.869419315316545,-10.44756273579248
2024-01-01 10:00:00.300,-11.477541748206093,-19.55642900895126,15.91743454543745,8.673131036222777,-0.3054220944710524,-7.9438544610118615,6.5983764364462765,7.055967197040957,5.7354437655788875,1.9862178888250648,16.202892639842844,4.706515655486265,0.8587628677465403,4.504804752835087
2024-01-01 10:00:00.400,-0.8394097861429616,-24.97434029358148,4.469074418457809,7.2025191802536215,16.130942839958692,-6.783948078346498,4.163084992418689,-4.098227558027844,-8.671427505911506,11.86580134895738,-4.148502244357353,3.3105663203833102,1.6267159939083031,-21.80132222438006
2024-01-01 10:00:00.500,10.583179952257671,8.377884630238553,-10.913955682451968,0.922319885644991,-2.4251232175962314,-4.190163430143537,7.310980017542457,0.47221412893099024,4.002771327959019,7.1203219256008365,-10.967543566565514,7.528177069656987,5.93373259220868,-6.00617687872226
2024-01-01 10:00:00.600,31.59028919855968,-10.149543344274917,-8.005652227987968,-3.2937216284557946,-3.0958846184342774,-0.7654307634309054,-8.380257698303984,-16.364775492704688,1.128401541849763,-2.6513115166899555,6.451971548719866,-9.276929583989311,-0.8738619522265407,1.9570678839983557
2024-01-01 10:00:00.700,-9.44842802323308,-6.106559704198892,-11.676255371405734,-1.6603019615639245,8.102823661548948,5.821837004543556,-2.1273994709205297,-5.929746423206636,-1.2255895844047622,5.68075202888429,7.7493856649108235,23.198935417595653,7.636016751988759,7.797915540412426
2024-01-01 10:00:00.800,0.46707374208343727,-10.754230042304908,4.122445209391251,-3.5897780670717605,1.767838530794441,4.073306983864925,2.279383490680228,22.21031069188363,3.8009727095315378,4.1432777489256845,0.05416303764015988,8.281923187910227,-5.504123202012611,2.6994950587706135
2024-01-01 10:00:00.900,25.236451931183392,6.381359379930899,10.68913568348207,12.458895898909283,-1.3891771070942527,8.893318351465645,-5.417864182018812,9.13782517529197,6.965804980275663,2.499137324940638,1.0411480348465554,2.9610907924189993,6.729391165171367,5.291493853041054
2024-01-01 10:00:01.000,10.488937500726127,-11.893628501607601,9.343315718222321,-18.018657214258095,7.806530023446209,-8.470709699393154,25.475217206054058,-10.40995841799435,6.5689173575928725,7.27152772387463,9.081284952437263,6.288863465239107,-2.20076295678356,5.050787001910465
2024-01-01 10:00:01.100,3.565871438818304,7.595362667410437,-2.740105549184055,-11.343549161752943,-12.231626826568593,6.278110791017076,-3.158123033247536,1.7532749014700664,9.635074386889872,-10.827891212958518,-3.751900846214765,-10.034195320107784,-8.30702347323639,6.57887209797448
2024-01-01 10:00:01.200,-4.715758042171704,9.797765029911794,-21.438596186143045,1.5360657684555143,1.2754417617107254,-8.546049679580959,4.788083503366597,8.306386682435445,-12.20325239061202,-7.759981885486871,0.5068750706903578,17.682084496524407,-9.62960211893151,2.272486833809675
2024-01-01 10:00:01.300,-2.075063621939014,-15.042791646963652,-11.838863990284754,-1.6200947819076703,3.9461475857436494,2.39427440035346,7.326915578845979,15.603505466831587,-1.2441936327217888,0.1960318246081067,-22.57792409439583,2.547519701428766,-10.465746684510012,-9.384550120533437
2024-01-01 10:00:01.400,-3.7285606499265675,-6.531995485821883,-6.144213486864956,0.32010604788102465,3.8565258666360913,14.576658114891018,-4.331092345100147,21.971584497307745,1.727058516267237,24.084622792956317,1.055364009423774,6.956694514942113,-11.461570764077404,4.153091251975157
